"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
winograd_q_11,questionnaire_neurological_and_neurogenerative_dis,,radio,"11. The delivery truck zoomed by the school bus because it was going so fast. What was going so fast?","correct, The truck | incorrect, The bus",,,,,,,,LV,,,,
winograd_q_12,questionnaire_neurological_and_neurogenerative_dis,,radio,"12. The delivery truck zoomed by the school bus because it was going so slow. What was going so slow?","incorrect, The truck | correct, The bus",,,,,,,,LV,,,,
winograd_q_13,questionnaire_neurological_and_neurogenerative_dis,,radio,"13. Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition. Who was the winner of the competition?","correct, Frank | incorrect, Bill",,,,,,,,LV,,,,
winograd_q_14,questionnaire_neurological_and_neurogenerative_dis,,radio,"14. Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition. Who was the winner of the competition?","incorrect, Frank | correct, Bill",,,,,,,,LV,,,,
winograd_q_15,questionnaire_neurological_and_neurogenerative_dis,,radio,"15. The man couldn't lift his son because he was so weak. Who was weak?","correct, The man | incorrect, The son",,,,,,,,LV,,,,
winograd_q_16,questionnaire_neurological_and_neurogenerative_dis,,radio,"16. The man couldn't lift his son because he was so heavy. Who was heavy?","incorrect, The man | correct, The son",,,,,,,,LV,,,,
winograd_q_17,questionnaire_neurological_and_neurogenerative_dis,,radio,"17. The large ball crashed right through the table because it was made of steel. What was made of steel?","incorrect, The ball | correct, The table",,,,,,,,LV,,,,
winograd_q_18,questionnaire_neurological_and_neurogenerative_dis,,radio,"18. The large ball crashed right through the table because it was made of styrofoam. What was made of styrofoam?","correct, The ball | incorrect, The table",,,,,,,,LV,,,,
winograd_q_19,questionnaire_neurological_and_neurogenerative_dis,,radio,"19. John couldn't see the stage with Billy in front of him because he is so short. Who is so short?","correct, John | incorrect, Billy",,,,,,,,LV,,,,
winograd_q_20,questionnaire_neurological_and_neurogenerative_dis,,radio,"20.  John couldn't see the stage with Billy in front of him because he is so tall. Who is so tall?","incorrect, John | correct, Billy",,,,,,,,LV,,,,
winograd_q_21,questionnaire_neurological_and_neurogenerative_dis,,radio,"21. Tom threw his schoolbag down to Ray after he reached the top of the stairs. Who reached the top of the stairs?","correct, Tom | incorrect, Ray",,,,,,,,LV,,,,
winograd_q_22,questionnaire_neurological_and_neurogenerative_dis,,radio,"22. Tom threw his schoolbag down to Ray after he reached the bottom of the stairs. Who reached the bottom of the stairs?","incorrect, Tom | correct, Ray",,,,,,,,LV,,,,
winograd_q_23,questionnaire_neurological_and_neurogenerative_dis,,radio,"23. Although they ran at about the same speed, Sue beat Sally because she had such a good start. Who had a good start?","correct, Sue | incorrect, Sally",,,,,,,,LV,,,,
winograd_q_24,questionnaire_neurological_and_neurogenerative_dis,,radio,"24. Although they ran at about the same speed, Sue beat Sally because she had such a bad start. Who had a bad start?","incorrect, Sue | correct, Sally",,,,,,,,LV,,,,
winograd_q_25,questionnaire_neurological_and_neurogenerative_dis,,radio,"25. The sculpture rolled off the shelf because it wasn't anchored. What wasn't anchored?","correct, The sculpture | incorrect, The shelf",,,,,,,,LV,,,,
winograd_q_26,questionnaire_neurological_and_neurogenerative_dis,,radio,"26. The sculpture rolled off the shelf because it wasn't level. What wasn't level?","incorrect, The sculpture | correct, The shelf",,,,,,,,LV,,,,
winograd_q_27,questionnaire_neurological_and_neurogenerative_dis,,radio,"27. Sam's drawing was hung just above Tina's and it did look much better with another one below it. Which looked better?","correct, Sam's drawing | incorrect, Tina's drawing",,,,,,,,LV,,,,
winograd_q_28,questionnaire_neurological_and_neurogenerative_dis,,radio,"28. Sam's drawing was hung just above Tina's and it did look much better with another one above it. Which looked better?","incorrect, Sam's drawing | correct, Tina's drawing",,,,,,,,LV,,,,
winograd_q_29,questionnaire_neurological_and_neurogenerative_dis,,radio,"29. Anna did a lot better than her good friend Lucy on the test because she had studied so hard. Who studied hard?","correct, Anna | incorrect, Lucy",,,,,,,,LV,,,,
winograd_q_30,questionnaire_neurological_and_neurogenerative_dis,,radio,"30. Anna did a lot worse than her good friend Lucy on the test because she had studied so hard. Who studied hard?","incorrect, Anna | correct, Lucy",,,,,,,,LV,,,,
winograd_q_31,questionnaire_neurological_and_neurogenerative_dis,,radio,"31. The firemen arrived after the police because they were coming from so far away. Who came from far away?","correct, The firemen | incorrect, The police",,,,,,,,LV,,,,
winograd_q_32,questionnaire_neurological_and_neurogenerative_dis,,radio,"32. The firemen arrived before the police because they were coming from so far away. Who came from far away?","incorrect, The firemen | correct, The police",,,,,,,,LV,,,,
winograd_q_33,questionnaire_neurological_and_neurogenerative_dis,,radio,"33. Frank was upset with Tom because the toaster he had bought from him didn't work. Who had bought the toaster?","correct, Frank | incorrect, Tom",,,,,,,,LV,,,,
winograd_q_34,questionnaire_neurological_and_neurogenerative_dis,,radio,"34. Frank was upset with Tom because the toaster he had sold to him didn't work. Who had sold the toaster?","incorrect, Frank | correct, Tom",,,,,,,,LV,,,,
winograd_q_35,questionnaire_neurological_and_neurogenerative_dis,,radio,"35. Jim yelled at Kevin because he was so upset. Who was upset?","correct, Jim | incorrect, Kevin",,,,,,,,LV,,,,
winograd_q_36,questionnaire_neurological_and_neurogenerative_dis,,radio,"36. Jim comforted Kevin because he was so upset. Who was upset?","incorrect, Jim | correct, Kevin",,,,,,,,LV,,,,
winograd_q_37,questionnaire_neurological_and_neurogenerative_dis,,radio,"37. The sack of potatoes had been placed above the bag of flour, so it had to be moved first. What had to be moved first?","correct, The sack of potatoes | incorrect, The bag of flour",,,,,,,,LV,,,,
winograd_q_38,questionnaire_neurological_and_neurogenerative_dis,,radio,"38. The sack of potatoes had been placed below the bag of flour, so it had to be moved first. What had to be moved first?","incorrect, The sack of potatoes | correct, The bag of flour",,,,,,,,LV,,,,
winograd_q_39,questionnaire_neurological_and_neurogenerative_dis,,radio,"39. Pete envies Martin because he is very successful. Who is very successful?","correct, Martin | incorrect, Pete",,,,,,,,LV,,,,
winograd_q_40,questionnaire_neurological_and_neurogenerative_dis,,radio,"40. Pete envies Martin although he is very successful. Who is very successful?","incorrect, Martin | correct, Pete",,,,,,,,LV,,,,
winograd_q_41,questionnaire_neurological_and_neurogenerative_dis,,radio,"41. I was trying to balance the bottle upside down on the table, but I couldn't do it because it was so top-heavy. What was top-heavy?","correct, The bottle | incorrect, The table",,,,,,,,LV,,,,
winograd_q_42,questionnaire_neurological_and_neurogenerative_dis,,radio,"42. I was trying to balance the bottle upside down on the table, but I couldn't do it because it was so uneven. What was uneven?","incorrect, The bottle | correct, The table",,,,,,,,LV,,,,
winograd_q_43,questionnaire_neurological_and_neurogenerative_dis,,radio,"43. I spread the cloth on the table in order to protect it. To protect what?","correct, The table | incorrect, The cloth",,,,,,,,LV,,,,
winograd_q_44,questionnaire_neurological_and_neurogenerative_dis,,radio,"44. I spread the cloth on the table in order to display it. To display what?","incorrect, The table | correct, The cloth",,,,,,,,LV,,,,
winograd_q_45,questionnaire_neurological_and_neurogenerative_dis,,radio,"45. The older students were bullying the younger ones, so we rescued them. Whom did we rescued?","correct, The younger students | incorrect, The older students",,,,,,,,LV,,,,
winograd_q_46,questionnaire_neurological_and_neurogenerative_dis,,radio,"46. The older students were bullying the younger ones, so we punished them. Whom did we punished?","incorrect, The younger students | correct, The older students",,,,,,,,LV,,,,
winograd_q_47,questionnaire_neurological_and_neurogenerative_dis,,radio,"47. I poured water from the bottle into the cup until it was full. What was full?","correct, The cup | incorrect, The bottle",,,,,,,,LV,,,,
winograd_q_48,questionnaire_neurological_and_neurogenerative_dis,,radio,"48. I poured water from the bottle into the cup until it was empty. What was empty?","incorrect, The cup | correct, The bottle",,,,,,,,LV,,,,
winograd_q_49,questionnaire_neurological_and_neurogenerative_dis,,radio,"49. Susan knows all about Ann's personal problems because she is nosy. Who is nosy?","correct, Susan | incorrect, Ann",,,,,,,,LV,,,,
winograd_q_50,questionnaire_neurological_and_neurogenerative_dis,,radio,"50. Susan knows all about Ann's personal problems because she is indiscreet. Who is indiscreet?","incorrect, Susan | correct, Ann",,,,,,,,LV,,,,
winograd_q_51,questionnaire_neurological_and_neurogenerative_dis,,radio,"51. Susan knew that Ann's son had been in a car accident, so she told her about it. Who told the other about the accident?","correct, Susan | incorrect, Ann",,,,,,,,LV,,,,
winograd_q_52,questionnaire_neurological_and_neurogenerative_dis,,radio,"52. Susan knew that Ann's son had been in a car accident, because she told her about it. Who told the other about the accident?","incorrect, Susan | correct, Ann",,,,,,,,LV,,,,
winograd_q_53,questionnaire_neurological_and_neurogenerative_dis,,radio,"53. Joe's uncle can still beat him at tennis, even though he is 30 years older. Who is older?","correct, Joe's uncle | incorrect, Joe",,,,,,,,LV,,,,
winograd_q_54,questionnaire_neurological_and_neurogenerative_dis,,radio,"54. Joe's uncle can still beat him at tennis, even though he is 30 years younger. Who is younger?","incorrect, Joe's uncle | correct, Joe",,,,,,,,LV,,,,
winograd_q_55,questionnaire_neurological_and_neurogenerative_dis,,radio,"55. The police left the house and went into the garage, where they found the murder weapon. Where did they find the murder weapon?","correct, In the garage | incorrect, In the house",,,,,,,,LV,,,,
winograd_q_56,questionnaire_neurological_and_neurogenerative_dis,,radio,"56. The police left the house and went into the garage, after they found the murder weapon. Where did they find the murder weapon?","incorrect, In the garage | correct, In the house",,,,,,,,LV,,,,
winograd_q_57,questionnaire_neurological_and_neurogenerative_dis,,radio,"57. The painting in Mark's living room shows an oak tree. It is to the right of the bookcase. What is to the right of the bookcase?","correct, The painting | incorrect, The tree",,,,,,,,LV,,,,
winograd_q_58,questionnaire_neurological_and_neurogenerative_dis,,radio,"58. The painting in Mark's living room shows an oak tree. It is to the right of a house. What is to the right of a house?","incorrect, The painting | correct, The tree",,,,,,,,LV,,,,
winograd_q_59,questionnaire_neurological_and_neurogenerative_dis,,radio,"59. There is a gap in the wall. You can see the garden through it. You can see the garden through what?","correct, The gap | incorrect, The wall",,,,,,,,LV,,,,
winograd_q_60,questionnaire_neurological_and_neurogenerative_dis,,radio,"60. There is a gap in the wall. You can see the garden behind it. You can see the garden behind what?","incorrect, The gap | correct, The wall",,,,,,,,LV,,,,
winograd_q_61,questionnaire_neurological_and_neurogenerative_dis,,radio,"61. The drain is clogged with hair. It has to be cleaned. What has to be cleaned?","correct, The drain | incorrect, The hair",,,,,,,,LV,,,,
winograd_q_62,questionnaire_neurological_and_neurogenerative_dis,,radio,"62. The drain is clogged with hair. It has to be removed. What has to be removed?","incorrect, The drain | correct, The hair",,,,,,,,LV,,,,
winograd_q_63,questionnaire_neurological_and_neurogenerative_dis,,radio,"63. My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, it was short, so it worked out. What was short?","correct, The meeting | incorrect, The train",,,,,,,,LV,,,,
winograd_q_64,questionnaire_neurological_and_neurogenerative_dis,,radio,"64. My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, it was delayed, so it worked out. What was delayed?","incorrect, The meeting | correct, The train",,,,,,,,LV,,,,
winograd_q_65,questionnaire_neurological_and_neurogenerative_dis,,radio,"65. There is a pillar between me and the stage, and I can't see it. What can't I see?","correct, The stage | incorrect, The pillar",,,,,,,,LV,,,,
winograd_q_66,questionnaire_neurological_and_neurogenerative_dis,,radio,"66. There is a pillar between me and the stage, and I can't see around it. What can't I see around?","incorrect, The stage | correct, The pillar",,,,,,,,LV,,,,
winograd_q_67,questionnaire_neurological_and_neurogenerative_dis,,radio,"67. They broadcast an announcement, but a subway came into the station and I couldn't hear it. What couldn't I hear?","correct, The announcement | incorrect, The subway",,,,,,,,LV,,,,
winograd_q_68,questionnaire_neurological_and_neurogenerative_dis,,radio,"68. They broadcast an announcement, but a subway came into the station and I couldn't hear over it. What couldn't I hear over?","incorrect, The announcement | correct, The subway",,,,,,,,LV,,,,
winograd_q_69,questionnaire_neurological_and_neurogenerative_dis,,radio,"69. In the middle of the outdoor concert, the rain started falling, and it continued until 10. What continued until 10?","correct, The rain | incorrect, The concert",,,,,,,,LV,,,,
winograd_q_70,questionnaire_neurological_and_neurogenerative_dis,,radio,"70. In the middle of the outdoor concert, the rain started falling, but it continued until 10. What continued until 10?","incorrect, The rain | correct, The concert",,,,,,,,LV,,,,
winograd_q_71,questionnaire_neurological_and_neurogenerative_dis,,radio,"71. I used an old rag to clean the knife, and then I put it in the drawer. What did I put in the drawer?","correct, The knife | incorrect, The rag",,,,,,,,LV,,,,
